trialnum	fixonset_ms	imgonset_ms	imgoffset_ms	presstime_ms	deltatime_ms	trueletter	userletter	sequence
30	608132.641196	615436.848594	615910.882894	615783.183391	346.334797539	q	q	['b', 'v', 'w', 'n', 'p', 'r', 't', 'o', 'q', 'e', 'c', 'h']
31	623492.631078	627555.454668	628068.94343	627814.84452	259.389851342	p	p	['a', 'y', 'p', 'v', 'q', 'f']
32	632949.000432	639176.240147	639641.189472	639302.379052	126.13890472	b	b	['k', 'm', 'v', 'h', 'f', 'l', 'b', 'i', 'd', 'p']
33	646949.630709	653176.965207	653641.800731	653334.089685	157.124478392	n	n	['i', 'e', 'o', 'c', 'q', 'j', 'n', 'g', 'd', 'r']
34	657973.340031	668006.156062	668603.702814	668517.78418	511.628117574	s	s	['v', 'z', 'h', 'b', 'c', 'u', 'l', 'y', 'r', 'e', 'g', 'f', 'p', 's', 'q', 'i', 'a']
35	675284.210307	683069.467754	683583.119518	683333.399037	263.931282963	w	w	['u', 'x', 'd', 'j', 'b', 'p', 'q', 't', 's', 'w', 'z', 'f', 'a']
36	689875.78211	700508.496356	701014.86251	700821.044049	312.547693333	k	k	['u', 'g', 'x', 'a', 'n', 'e', 't', 'p', 'v', 'd', 'w', 'i', 'l', 'o', 'k', 'm', 'h', 'y']
37	706034.32622	715465.962053	716054.541251	715652.802798	186.84074532	a	a	['w', 'd', 'e', 'c', 'r', 'k', 'q', 's', 'v', 'y', 'h', 'b', 'a', 'o', 'i', 't']
38	719681.845925	725909.761497	726376.239121	726228.585693	318.824196337	e	e	['d', 's', 'n', 'y', 'i', 'r', 'e', 'h', 'x', 'm']
39	731489.40876	739799.16096	740305.588089	740148.296382	349.135422503	s	s	['n', 'z', 'm', 'o', 't', 'p', 'a', 'r', 'b', 'v', 's', 'd', 'w', 'j']
40	744673.874498	749256.518592	749763.000659	749348.10911	91.5905183239	l	w	['c', 'm', 'w', 'l', 'e', 'g', 'h']
41	753747.231372	759974.726458	760440.430423	760403.885558	429.159100129	g	g	['y', 'i', 'e', 'd', 'c', 'p', 'g', 'z', 's', 'k']
42	764304.362853	770531.570572	770995.92222	770851.572008	320.001436837	e	e	['b', 'c', 'y', 'v', 'u', 'd', 'e', 'l', 'x', 'g']
43	775362.191925	780459.376449	780979.360861	780547.394797	88.0183480479	y	m	['r', 'i', 'u', 'm', 'y', 'q', 'z', 'v']
44	785922.175347	795353.931621	795943.014315	795683.193111	329.261489867	n	n	['t', 'p', 'l', 'j', 'o', 'z', 'd', 'g', 'c', 's', 'i', 'x', 'n', 'h', 'y', 'w']
45	801343.653104	809129.66791	809643.550895	809154.948998	25.2810888086	s	p	['k', 'm', 'j', 'u', 'f', 'e', 'd', 't', 'p', 's', 'q', 'w', 'b']
