trialnum	fixonset_ms	imgonset_ms	imgoffset_ms	presstime_ms	deltatime_ms	trueletter	userletter	sequence
19	368036.546677	374615.968151	375028.491333	374616.107608	0.139457720798	e	return	['x', 'f', 'd', 'o', 'w', 'u', 'j', 'e', 'm', 'r', 'l']
20	382818.47193	388940.570485	389391.145703	388965.439237	24.8687527771	u	return	['w', 'i', 'o', 'x', 'l', 'n', 'u', 'h', 'y', 'e']
21	394739.697636	401321.54664	401733.657789	401413.082825	91.536184147	a	return	['d', 'm', 'p', 'r', 'y', 's', 'j', 'a', 'e', 'h', 'v']
22	407059.069702	412588.048534	413171.164128	412820.850861	232.802327435	v	return	['i', 'h', 'y', 'g', 's', 'v', 'o', 'q', 'l']
23	417795.549246	423324.677798	423908.631044	423508.752934	184.075135715	s	return	['w', 'r', 'p', 't', 'n', 's', 'l', 'k', 'v']
24	427939.027696	434059.966518	434511.039799	434484.362322	424.395803953	a	return	['j', 'q', 't', 'g', 'h', 'n', 'a', 'x', 'z', 'v']
25	439091.096681	445216.007331	445666.567456	445524.25538	308.248048799	c	return	['u', 'g', 'o', 'm', 'n', 'y', 'c', 'b', 'v', 'i']
26	449730.552289	455852.898668	456304.040772	456212.024334	359.125666499	n	return	['g', 'k', 'z', 'r', 'd', 'i', 'n', 'e', 'u', 'x']
27	462113.985255	468237.604261	468688.582156	468243.764248	6.15998638025	h	return	['g', 'f', 'm', 'n', 'x', 'v', 'h', 'w', 'u', 's']
28	473457.483507	480462.063576	480969.118869	480835.519278	373.455701949	f	return	['v', 'o', 'i', 'g', 'b', 'm', 'e', 'w', 'f', 'k', 'c', 'z']
29	484817.375587	490939.447277	491390.493692	491363.24148	423.794203871	y	return	['w', 'v', 'f', 'z', 'j', 'k', 'y', 'i', 's', 'o']
30	495185.832846	501767.009012	502180.050482	502083.031074	316.022062091	d	return	['h', 'z', 'x', 'v', 'p', 'b', 'l', 'd', 'g', 'i', 'k']
31	506337.129381	511865.755644	512451.137577	512114.806908	249.0512649	c	return	['h', 'w', 'e', 'n', 'v', 'c', 'g', 'y', 'q']
32	518064.592168	523592.959136	524177.011089	523730.608132	137.648996387	x	return	['c', 'o', 't', 'u', 'l', 'x', 'b', 's', 'w']
33	527793.330299	532899.761594	533315.583465	532946.385449	46.6238553601	x	return	['v', 'j', 'g', 'e', 'x', 't', 'd', 'h']
34	537280.681604	542386.798063	542800.83415	542386.931785	0.13372244651	c	return	['f', 'x', 'h', 'y', 'c', 'v', 'u', 'k']
35	547616.803991	553146.222326	553729.308036	553633.963932	487.741605973	y	return	['x', 'i', 'u', 'j', 'f', 'y', 'w', 'h', 'k']
36	557487.371228	564067.778867	564480.763287	564177.90881	110.129943203	g	return	['w', 'q', 'u', 'c', 'e', 't', 'i', 'g', 'x', 'b', 'h']
37	568463.772084	573569.785609	573983.176931	573761.554163	191.76855331	v	return	['n', 'o', 'h', 'y', 'v', 'i', 'e', 'g']
38	577615.423903	583145.228312	583728.619501	583601.323581	456.095268338	v	return	['l', 'f', 'g', 'x', 'r', 'v', 'e', 'w', 's']
39	588238.613971	594360.784368	594812.093701	594481.105894	120.321525511	u	return	['k', 'b', 'y', 'i', 'r', 'p', 'u', 'n', 'g', 's']
40	600317.141648	606899.098113	607311.640916	606928.864488	29.7663751134	w	return	['s', 'q', 'h', 'y', 'p', 'f', 'x', 'w', 'c', 'u', 'l']
41	610893.129806	616423.477556	617007.074914	616432.689916	9.21235969709	y	return	['z', 'b', 'o', 'm', 'g', 'y', 'l', 'k', 'd']
42	620062.812422	625170.822728	625584.394258	625504.502794	333.680065877	w	return	['s', 'q', 'm', 'g', 'w', 'a', 'z', 't']
43	631646.179462	637173.374623	637756.998544	637440.227878	266.853254255	j	return	['c', 'v', 'd', 'u', 'r', 'j', 'i', 'z', 'p']
44	642573.349026	650093.820634	650536.537017	650160.497423	66.6767889225	q	return	['r', 'e', 'c', 'k', 'o', 'l', 'n', 'y', 'x', 'q', 'h', 's', 'a']
45	655485.855003	662067.297708	662482.22397	662127.739952	60.4422439773	w	return	['d', 'j', 'f', 'x', 'n', 'l', 'g', 'w', 'o', 'k', 'u']
46	669405.168448	676408.664852	676915.666717	676431.43691	22.7720572609	g	return	['a', 'r', 'q', 'd', 'e', 'v', 's', 'z', 'g', 'u', 'l', 'm']
